task_suite,task_id,episode_index,replan_steps,latency_steps,seed,initial_state_sha256,pair_id,async_unguarded_success,latency_aligned_success,aligned_minus_async_success,async_unguarded_policy_queries,latency_aligned_policy_queries,aligned_minus_async_policy_queries,async_unguarded_runtime_failure,latency_aligned_runtime_failure,async_unguarded_failure_category,latency_aligned_failure_category,async_unguarded_failure_type,latency_aligned_failure_type
libero_spatial,8,3,5,2,7,d0850595f3599813c7b8115cae0a0609312166bbe02c894e1acc2ef2c81c7931,libero_spatial/task_008/episode_003/h_05/l_002,True,True,0,17,15,-2,False,False,,,,
libero_spatial,8,3,5,4,7,d0850595f3599813c7b8115cae0a0609312166bbe02c894e1acc2ef2c81c7931,libero_spatial/task_008/episode_003/h_05/l_004,False,True,1,25,12,-13,False,False,,,,
libero_spatial,8,4,5,0,7,8365d524c9b6f6e03382a41fc19fafb4cd32c174960b5660cf71dced44b6efbc,libero_spatial/task_008/episode_004/h_05/l_000,True,True,0,20,20,0,False,False,,,,
libero_spatial,8,4,5,2,7,8365d524c9b6f6e03382a41fc19fafb4cd32c174960b5660cf71dced44b6efbc,libero_spatial/task_008/episode_004/h_05/l_002,True,True,0,25,14,-11,False,False,,,,
libero_spatial,8,4,5,4,7,8365d524c9b6f6e03382a41fc19fafb4cd32c174960b5660cf71dced44b6efbc,libero_spatial/task_008/episode_004/h_05/l_004,True,True,0,25,11,-14,False,False,,,,
libero_spatial,9,0,5,0,7,c9cd63e8db66b8120a7182b36e737fa1631ce55c0e651422ce519134e8e94213,libero_spatial/task_009/episode_000/h_05/l_000,True,True,0,24,26,2,False,False,,,,
libero_spatial,9,0,5,2,7,c9cd63e8db66b8120a7182b36e737fa1631ce55c0e651422ce519134e8e94213,libero_spatial/task_009/episode_000/h_05/l_002,False,True,1,32,17,-15,False,False,,,,
libero_spatial,9,0,5,4,7,c9cd63e8db66b8120a7182b36e737fa1631ce55c0e651422ce519134e8e94213,libero_spatial/task_009/episode_000/h_05/l_004,False,True,1,25,16,-9,False,False,,,,
libero_spatial,9,1,5,0,7,07e7a6ab6a094320d90515beb1de90b6c7675ed513a4d70964147a87a95f455b,libero_spatial/task_009/episode_001/h_05/l_000,True,True,0,25,24,-1,False,False,,,,
libero_spatial,9,1,5,2,7,07e7a6ab6a094320d90515beb1de90b6c7675ed513a4d70964147a87a95f455b,libero_spatial/task_009/episode_001/h_05/l_002,True,False,-1,20,32,12,False,False,,,,
libero_spatial,9,1,5,4,7,07e7a6ab6a094320d90515beb1de90b6c7675ed513a4d70964147a87a95f455b,libero_spatial/task_009/episode_001/h_05/l_004,False,True,1,25,15,-10,False,False,,,,
libero_spatial,9,2,5,0,7,d26c51e14ff5ff4dbc02c53a8322518e1775bfe2bccc29a6027dc46899e24fff,libero_spatial/task_009/episode_002/h_05/l_000,True,True,0,31,23,-8,False,False,,,,
libero_spatial,9,2,5,2,7,d26c51e14ff5ff4dbc02c53a8322518e1775bfe2bccc29a6027dc46899e24fff,libero_spatial/task_009/episode_002/h_05/l_002,True,True,0,20,18,-2,False,False,,,,
libero_spatial,9,2,5,4,7,d26c51e14ff5ff4dbc02c53a8322518e1775bfe2bccc29a6027dc46899e24fff,libero_spatial/task_009/episode_002/h_05/l_004,True,True,0,20,14,-6,False,False,,,,
libero_spatial,9,3,5,0,7,d3122b08833be2a4b7d24aa8fda9735807b4bfcf35a95311addbd17fdf9cca60,libero_spatial/task_009/episode_003/h_05/l_000,True,True,0,24,24,0,False,False,,,,
libero_spatial,9,3,5,2,7,d3122b08833be2a4b7d24aa8fda9735807b4bfcf35a95311addbd17fdf9cca60,libero_spatial/task_009/episode_003/h_05/l_002,True,True,0,19,17,-2,False,False,,,,
libero_spatial,9,3,5,4,7,d3122b08833be2a4b7d24aa8fda9735807b4bfcf35a95311addbd17fdf9cca60,libero_spatial/task_009/episode_003/h_05/l_004,False,True,1,25,14,-11,False,False,,,,
libero_spatial,9,4,5,0,7,30ecd4457175365f042328ad5f0e06b7e252358dc5bba6b12fa63b2ca239b70f,libero_spatial/task_009/episode_004/h_05/l_000,False,True,1,44,23,-21,False,False,,,,
libero_spatial,9,4,5,2,7,30ecd4457175365f042328ad5f0e06b7e252358dc5bba6b12fa63b2ca239b70f,libero_spatial/task_009/episode_004/h_05/l_002,True,True,0,26,18,-8,False,False,,,,
libero_spatial,9,4,5,4,7,30ecd4457175365f042328ad5f0e06b7e252358dc5bba6b12fa63b2ca239b70f,libero_spatial/task_009/episode_004/h_05/l_004,False,True,1,25,15,-10,False,False,,,,
